,AID,GI,GeneID,ProteinName,GeneSymbol
4093,743473,51895762,4322,matrix metalloproteinase 14 (membrane-inserted),MMP2
4094,743473,51895762,4322,matrix metalloproteinase 14 (membrane-inserted),MMP8
4095,743473,51895762,4322,matrix metalloproteinase 14 (membrane-inserted),MMP10
4096,743473,51895762,4322,matrix metalloproteinase 14 (membrane-inserted),MMP13
4097,743473,51895762,4322,matrix metalloproteinase 14 (membrane-inserted),MMP14
4098,743473,51895762,4322,matrix metalloproteinase 14 (membrane-inserted),MMP1
4099,743473,51895762,4322,"Meprin A, beta",MEP1A
4100,743473,51895762,4322,"Meprin A, beta",MEP1B
4101,743473,51895762,4322,"Meprin A, beta",MMP9
4102,743473,51895762,4322,"Meprin A, beta",MMP2
4103,743473,51895762,4322,"Meprin A, beta",MMP8
4104,743473,51895762,4322,"Meprin A, beta",MMP10
4105,743473,51895762,4322,"Meprin A, beta",MMP13
4106,743473,51895762,4322,"Meprin A, beta",MMP14
4107,743473,51895762,4322,"Meprin A, beta",MMP1
4108,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MEP1A
4109,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MEP1B
4110,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MMP9
4111,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MMP2
4112,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MMP8
4113,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MMP10
4114,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MMP13
4115,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MMP14
4116,743473,51895762,4322,matrix metallopeptidase 8 (neutrophil collagenase),MMP1
4117,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MEP1A
4118,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MEP1B
4119,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MMP9
4120,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MMP2
4121,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MMP8
4122,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MMP10
4123,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MMP13
4124,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MMP14
4125,743473,51895762,4322,matrix metallopeptidase 10 (stromelysin 2),MMP1
4126,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MEP1A
4127,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MEP1B
4128,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MMP9
4129,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MMP2
4130,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MMP8
4131,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MMP10
4132,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MMP13
4133,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MMP14
4134,743473,51895762,4322,matrix metallopeptidase 1 (interstitial collagenase),MMP1
4135,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1A
4136,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1B
4137,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP9
4138,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2
4139,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP8
4140,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP10
4141,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP13
4142,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP14
4143,743473,51895762,4322,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP1
4144,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1A
4145,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1B
4146,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9
4147,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP2
4148,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP8
4149,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP10
4150,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP13
4151,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP14
4152,743473,51895762,4322,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP1
4153,743473,51895762,4323,MEP1A protein,MEP1A
4154,743473,51895762,4323,MEP1A protein,MEP1B
4155,743473,51895762,4323,MEP1A protein,MMP9
4156,743473,51895762,4323,MEP1A protein,MMP2
4157,743473,51895762,4323,MEP1A protein,MMP8
4158,743473,51895762,4323,MEP1A protein,MMP10
4159,743473,51895762,4323,MEP1A protein,MMP13
4160,743473,51895762,4323,MEP1A protein,MMP14
4161,743473,51895762,4323,MEP1A protein,MMP1
4162,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MEP1A
4163,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MEP1B
4164,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MMP9
4165,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MMP2
4166,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MMP8
4167,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MMP10
4168,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MMP13
4169,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MMP14
4170,743473,51895762,4323,matrix metalloproteinase 13 (collagenase 3),MMP1
4171,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MEP1A
4172,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MEP1B
4173,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MMP9
4174,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MMP2
4175,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MMP8
4176,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MMP10
4177,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MMP13
4178,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MMP14
4179,743473,51895762,4323,matrix metalloproteinase 14 (membrane-inserted),MMP1
4180,743473,51895762,4323,"Meprin A, beta",MEP1A
4181,743473,51895762,4323,"Meprin A, beta",MEP1B
4182,743473,51895762,4323,"Meprin A, beta",MMP9
4183,743473,51895762,4323,"Meprin A, beta",MMP2
4184,743473,51895762,4323,"Meprin A, beta",MMP8
4185,743473,51895762,4323,"Meprin A, beta",MMP10
4186,743473,51895762,4323,"Meprin A, beta",MMP13
4187,743473,51895762,4323,"Meprin A, beta",MMP14
4188,743473,51895762,4323,"Meprin A, beta",MMP1
4189,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MEP1A
4190,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MEP1B
4191,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MMP9
4192,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MMP2
4193,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MMP8
4194,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MMP10
4195,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MMP13
4196,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MMP14
4197,743473,51895762,4323,matrix metallopeptidase 8 (neutrophil collagenase),MMP1
4198,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MEP1A
4199,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MEP1B
4200,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MMP9
4201,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MMP2
4202,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MMP8
4203,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MMP10
4204,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MMP13
4205,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MMP14
4206,743473,51895762,4323,matrix metallopeptidase 10 (stromelysin 2),MMP1
4207,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MEP1A
4208,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MEP1B
4209,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MMP9
4210,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MMP2
4211,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MMP8
4212,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MMP10
4213,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MMP13
4214,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MMP14
4215,743473,51895762,4323,matrix metallopeptidase 1 (interstitial collagenase),MMP1
4216,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1A
4217,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1B
4218,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP9
4219,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2
4220,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP8
4221,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP10
4222,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP13
4223,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP14
4224,743473,51895762,4323,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP1
4225,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1A
4226,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1B
4227,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9
4228,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP2
4229,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP8
4230,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP10
4231,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP13
4232,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP14
4233,743473,51895762,4323,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP1
4234,743473,51895762,4312,MEP1A protein,MEP1A
4235,743473,51895762,4312,MEP1A protein,MEP1B
4236,743473,51895762,4312,MEP1A protein,MMP9
4237,743473,51895762,4312,MEP1A protein,MMP2
4238,743473,51895762,4312,MEP1A protein,MMP8
4239,743473,51895762,4312,MEP1A protein,MMP10
4240,743473,51895762,4312,MEP1A protein,MMP13
4241,743473,51895762,4312,MEP1A protein,MMP14
4242,743473,51895762,4312,MEP1A protein,MMP1
4243,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MEP1A
4244,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MEP1B
4245,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MMP9
4246,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MMP2
4247,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MMP8
4248,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MMP10
4249,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MMP13
4250,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MMP14
4251,743473,51895762,4312,matrix metalloproteinase 13 (collagenase 3),MMP1
4252,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MEP1A
4253,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MEP1B
4254,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MMP9
4255,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MMP2
4256,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MMP8
4257,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MMP10
4258,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MMP13
4259,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MMP14
4260,743473,51895762,4312,matrix metalloproteinase 14 (membrane-inserted),MMP1
4261,743473,51895762,4312,"Meprin A, beta",MEP1A
4262,743473,51895762,4312,"Meprin A, beta",MEP1B
4263,743473,51895762,4312,"Meprin A, beta",MMP9
4264,743473,51895762,4312,"Meprin A, beta",MMP2
4265,743473,51895762,4312,"Meprin A, beta",MMP8
4266,743473,51895762,4312,"Meprin A, beta",MMP10
4267,743473,51895762,4312,"Meprin A, beta",MMP13
4268,743473,51895762,4312,"Meprin A, beta",MMP14
4269,743473,51895762,4312,"Meprin A, beta",MMP1
4270,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MEP1A
4271,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MEP1B
4272,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MMP9
4273,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MMP2
4274,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MMP8
4275,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MMP10
4276,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MMP13
4277,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MMP14
4278,743473,51895762,4312,matrix metallopeptidase 8 (neutrophil collagenase),MMP1
4279,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MEP1A
4280,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MEP1B
4281,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MMP9
4282,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MMP2
4283,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MMP8
4284,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MMP10
4285,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MMP13
4286,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MMP14
4287,743473,51895762,4312,matrix metallopeptidase 10 (stromelysin 2),MMP1
4288,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MEP1A
4289,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MEP1B
4290,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MMP9
4291,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MMP2
4292,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MMP8
4293,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MMP10
4294,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MMP13
4295,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MMP14
4296,743473,51895762,4312,matrix metallopeptidase 1 (interstitial collagenase),MMP1
4297,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1A
4298,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1B
4299,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP9
4300,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2
4301,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP8
4302,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP10
4303,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP13
4304,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP14
4305,743473,51895762,4312,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP1
4306,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1A
4307,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1B
4308,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9
4309,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP2
4310,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP8
4311,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP10
4312,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP13
4313,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP14
4314,743473,51895762,4312,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP1
4315,743473,119587433,4224,MEP1A protein,MEP1A
4316,743473,119587433,4224,MEP1A protein,MEP1B
4317,743473,119587433,4224,MEP1A protein,MMP9
4318,743473,119587433,4224,MEP1A protein,MMP2
4319,743473,119587433,4224,MEP1A protein,MMP8
4320,743473,119587433,4224,MEP1A protein,MMP10
4321,743473,119587433,4224,MEP1A protein,MMP13
4322,743473,119587433,4224,MEP1A protein,MMP14
4323,743473,119587433,4224,MEP1A protein,MMP1
4324,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MEP1A
4325,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MEP1B
4326,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MMP9
4327,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MMP2
4328,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MMP8
4329,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MMP10
4330,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MMP13
4331,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MMP14
4332,743473,119587433,4224,matrix metalloproteinase 13 (collagenase 3),MMP1
4333,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MEP1A
4334,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MEP1B
4335,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MMP9
4336,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MMP2
4337,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MMP8
4338,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MMP10
4339,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MMP13
4340,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MMP14
4341,743473,119587433,4224,matrix metalloproteinase 14 (membrane-inserted),MMP1
4342,743473,119587433,4224,"Meprin A, beta",MEP1A
4343,743473,119587433,4224,"Meprin A, beta",MEP1B
4344,743473,119587433,4224,"Meprin A, beta",MMP9
4345,743473,119587433,4224,"Meprin A, beta",MMP2
4346,743473,119587433,4224,"Meprin A, beta",MMP8
4347,743473,119587433,4224,"Meprin A, beta",MMP10
4348,743473,119587433,4224,"Meprin A, beta",MMP13
4349,743473,119587433,4224,"Meprin A, beta",MMP14
4350,743473,119587433,4224,"Meprin A, beta",MMP1
4351,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MEP1A
4352,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MEP1B
4353,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP9
4354,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP2
4355,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP8
4356,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP10
4357,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP13
4358,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP14
4359,743473,119587433,4224,matrix metallopeptidase 8 (neutrophil collagenase),MMP1
4360,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MEP1A
4361,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MEP1B
4362,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MMP9
4363,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MMP2
4364,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MMP8
4365,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MMP10
4366,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MMP13
4367,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MMP14
4368,743473,119587433,4224,matrix metallopeptidase 10 (stromelysin 2),MMP1
4369,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MEP1A
4370,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MEP1B
4371,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP9
4372,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP2
4373,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP8
4374,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP10
4375,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP13
4376,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP14
4377,743473,119587433,4224,matrix metallopeptidase 1 (interstitial collagenase),MMP1
4378,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1A
4379,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MEP1B
4380,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP9
4381,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP2
4382,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP8
4383,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP10
4384,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP13
4385,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP14
4386,743473,119587433,4224,"matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",MMP1
4387,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1A
4388,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MEP1B
4389,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP9
4390,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP2
4391,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP8
4392,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP10
4393,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP13
4394,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP14
4395,743473,119587433,4224,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",MMP1
4396,743473,119587433,4225,MEP1A protein,MEP1A
4397,743473,119587433,4225,MEP1A protein,MEP1B
4398,743473,119587433,4225,MEP1A protein,MMP9
4399,743473,119587433,4225,MEP1A protein,MMP2
4400,743473,119587433,4225,MEP1A protein,MMP8
4401,743473,119587433,4225,MEP1A protein,MMP10
4402,743473,119587433,4225,MEP1A protein,MMP13
4403,743473,119587433,4225,MEP1A protein,MMP14
4404,743473,119587433,4225,MEP1A protein,MMP1
4405,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MEP1A
4406,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MEP1B
4407,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MMP9
4408,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MMP2
4409,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MMP8
4410,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MMP10
4411,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MMP13
4412,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MMP14
4413,743473,119587433,4225,matrix metalloproteinase 13 (collagenase 3),MMP1
4414,743473,119587433,4225,matrix metalloproteinase 14 (membrane-inserted),MEP1A
4415,743473,119587433,4225,matrix metalloproteinase 14 (membrane-inserted),MEP1B
4416,743473,119587433,4225,matrix metalloproteinase 14 (membrane-inserted),MMP9
